path,module,kind,status,lines,bytes,role_hint,symbols,dependencies,extraction_capped,blob
gem5/ext/dsent/model/electrical/DFFRAM.h,gem5,source,indexed,54,2052,gem5附带第三方库、测试依赖或兼容实现,DFFRAM@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,6a18fad372e1f17daf94a5db1a1cdd6bb7c37f2a
gem5/ext/dsent/model/electrical/Decoder.cc,gem5,source,indexed,256,9950,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@37 (C/C++ function candidate) | Decoder::initParameters@45 (C/C++ function candidate) | Decoder::initProperties@50 (C/C++ function candidate) | Decoder::clone@55 (C/C++ function candidate) | Decoder::constructModel@61 (C/C++ function candidate) | Decoder::propagateTransitionInfo@195 (C/C++ function candidate),model/electrical/Decoder.h | cmath | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h,False,7d84c3e0bcf66aad678fbb49b3196f7e9a09719e
gem5/ext/dsent/model/electrical/Decoder.h,gem5,source,indexed,54,2060,gem5附带第三方库、测试依赖或兼容实现,Decoder@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,a687f57cbaf65ff661333bf8374afc2cf6fcd7b8
gem5/ext/dsent/model/electrical/DemuxTreeDeserializer.cc,gem5,source,indexed,399,19705,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | DemuxTreeDeserializer::initParameters@47 (C/C++ function candidate) | DemuxTreeDeserializer::initProperties@56 (C/C++ function candidate) | DemuxTreeDeserializer::clone@61 (C/C++ function candidate) | DemuxTreeDeserializer::constructModel@67 (C/C++ function candidate) | DemuxTreeDeserializer::propagateTransitionInfo@297 (C/C++ function candidate),model/electrical/DemuxTreeDeserializer.h | cmath | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h | model/electrical/Multiplexer.h | model/timing_graph/ElectricalNet.h,False,382bd37fa337a3fde984494ec5a09f6c6d3bdcf9
gem5/ext/dsent/model/electrical/DemuxTreeDeserializer.h,gem5,source,indexed,54,2175,gem5附带第三方库、测试依赖或兼容实现,DemuxTreeDeserializer@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,a5426b7d5be9885e7de590e9e184c17fab6b114e
gem5/ext/dsent/model/electrical/MatrixArbiter.cc,gem5,source,indexed,455,23084,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@40 (C/C++ function candidate) | MatrixArbiter::initParameters@48 (C/C++ function candidate) | MatrixArbiter::initProperties@54 (C/C++ function candidate) | MatrixArbiter::clone@59 (C/C++ function candidate) | MatrixArbiter::constructModel@65 (C/C++ function candidate) | MatrixArbiter::propagateTransitionInfo@309 (C/C++ function candidate),model/electrical/MatrixArbiter.h | cmath | vector | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/ModelGen.h | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h,False,e3a9906de5575bbffb56766d57f10ba21ed23942
gem5/ext/dsent/model/electrical/MatrixArbiter.h,gem5,source,indexed,54,2111,gem5附带第三方库、测试依赖或兼容实现,MatrixArbiter@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,7cc5faacb69d604f2d0f5877abe7857596498862
gem5/ext/dsent/model/electrical/Multiplexer.cc,gem5,source,indexed,368,17363,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@37 (C/C++ function candidate) | Multiplexer::initParameters@45 (C/C++ function candidate) | Multiplexer::initProperties@54 (C/C++ function candidate) | Multiplexer::clone@59 (C/C++ function candidate) | Multiplexer::constructModel@64 (C/C++ function candidate) | Multiplexer::propagateTransitionInfo@271 (C/C++ function candidate),model/electrical/Multiplexer.h | cmath | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/timing_graph/ElectricalDriverMultiplier.h | model/timing_graph/ElectricalNet.h | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h,False,49399657c1c4e2224d29c44cdcd66dd5b557a3e9
gem5/ext/dsent/model/electrical/Multiplexer.h,gem5,source,indexed,55,2132,gem5附带第三方库、测试依赖或兼容实现,Multiplexer@31 (class/type),util/CommonType.h | model/ElectricalModel.h,False,59cde144af460684ff866158c69b059270fdc6e4
gem5/ext/dsent/model/electrical/MultiplexerCrossbar.cc,gem5,source,indexed,235,9223,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | MultiplexerCrossbar::initParameters@47 (C/C++ function candidate) | MultiplexerCrossbar::initProperties@56 (C/C++ function candidate) | MultiplexerCrossbar::clone@61 (C/C++ function candidate) | MultiplexerCrossbar::constructModel@67 (C/C++ function candidate) | MultiplexerCrossbar::updateModel@187 (C/C++ function candidate) | MultiplexerCrossbar::propagateTransitionInfo@205 (C/C++ function candidate),model/electrical/MultiplexerCrossbar.h | vector | cmath | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/timing_graph/ElectricalNet.h | model/electrical/Multiplexer.h,False,ec3bf3161c77b5b9d764126f1995f6fadff7c62c
gem5/ext/dsent/model/electrical/MultiplexerCrossbar.h,gem5,source,indexed,59,2388,gem5附带第三方库、测试依赖或兼容实现,MultiplexerCrossbar@31 (class/type),util/CommonType.h | model/ElectricalModel.h,False,9a63454fc06f8494fe7467a302f7fe057ef1b5d3
gem5/ext/dsent/model/electrical/MuxTreeSerializer.cc,gem5,source,indexed,247,11802,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | MuxTreeSerializer::initParameters@47 (C/C++ function candidate) | MuxTreeSerializer::initProperties@54 (C/C++ function candidate) | MuxTreeSerializer::clone@59 (C/C++ function candidate) | MuxTreeSerializer::constructModel@65 (C/C++ function candidate) | MuxTreeSerializer::propagateTransitionInfo@180 (C/C++ function candidate),model/electrical/MuxTreeSerializer.h | cmath | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h | model/electrical/Multiplexer.h | model/timing_graph/ElectricalNet.h,False,3c0d65d87bddb5e12fec2faaeeea63dae5d45f20
gem5/ext/dsent/model/electrical/MuxTreeSerializer.h,gem5,source,indexed,54,2140,gem5附带第三方库、测试依赖或兼容实现,MuxTreeSerializer@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,b7b0cdd436a5b1dbac419c4da1b99e92dcf5a260
gem5/ext/dsent/model/electrical/OR.cc,gem5,source,indexed,260,10008,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | OR::initParameters@47 (C/C++ function candidate) | OR::initProperties@55 (C/C++ function candidate) | OR::clone@60 (C/C++ function candidate) | OR::constructModel@66 (C/C++ function candidate) | OR::propagateTransitionInfo@199 (C/C++ function candidate),model/electrical/OR.h | cmath | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h | model/timing_graph/ElectricalNet.h,False,410e71c20fa1118def4322c30308587b33614a74
gem5/ext/dsent/model/electrical/OR.h,gem5,source,indexed,57,2092,gem5附带第三方库、测试依赖或兼容实现,OR@33 (class/type),util/CommonType.h | model/ElectricalModel.h,False,a0fc71c17fd7fcf15b64bbc9575f0e59755a7764
gem5/ext/dsent/model/electrical/RepeatedLink.cc,gem5,source,indexed,326,14578,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | RepeatedLink::initParameters@55 (C/C++ function candidate) | RepeatedLink::initProperties@64 (C/C++ function candidate) | RepeatedLink::clone@72 (C/C++ function candidate) | RepeatedLink::constructModel@78 (C/C++ function candidate) | RepeatedLink::updateModel@152 (C/C++ function candidate) | RepeatedLink::useModel@276 (C/C++ function candidate) | RepeatedLink::propagateTransitionInfo@307 (C/C++ function candidate),model/electrical/RepeatedLink.h | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h | model/timing_graph/ElectricalTimingTree.h | model/timing_graph/ElectricalTimingNode.h | model/timing_graph/ElectricalNet.h | model/timing_graph/ElectricalDriver.h | model/timing_graph/ElectricalDelay.h | model/timing_graph/ElectricalLoad.h,False,94b9772ef3a6b8fe3f9e4885ce5ef398e6ba73e3
gem5/ext/dsent/model/electrical/RepeatedLink.h,gem5,source,indexed,65,2486,gem5附带第三方库、测试依赖或兼容实现,StdCell@30 (class/type) | ElectricalLoad@31 (class/type) | ElectricalTimingTree@32 (class/type) | RepeatedLink@33 (class/type),util/CommonType.h | model/ElectricalModel.h,False,8460b02a170bffb51d4178ec5a939ac864fc6673
gem5/ext/dsent/model/electrical/RippleAdder.cc,gem5,source,indexed,127,4562,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@35 (C/C++ function candidate) | RippleAdder::initParameters@43 (C/C++ function candidate) | RippleAdder::initProperties@49 (C/C++ function candidate) | RippleAdder::constructModel@54 (C/C++ function candidate) | RippleAdder::propagateTransitionInfo@102 (C/C++ function candidate),model/electrical/RippleAdder.h | cmath | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h,False,7a859f832f6a873d2b9997689676e9cbc0913ed3
gem5/ext/dsent/model/electrical/RippleAdder.h,gem5,source,indexed,51,1996,gem5附带第三方库、测试依赖或兼容实现,RippleAdder@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,e2127c9fb192cb7cc15bc7e51e00355c1585a866
gem5/ext/dsent/model/electrical/SeparableAllocator.cc,gem5,source,indexed,291,14044,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@30 (C/C++ function candidate) | SeparableAllocator::initParameters@38 (C/C++ function candidate) | SeparableAllocator::initProperties@48 (C/C++ function candidate) | SeparableAllocator::clone@57 (C/C++ function candidate) | SeparableAllocator::constructModel@63 (C/C++ function candidate) | SeparableAllocator::updateModel@196 (C/C++ function candidate),model/electrical/SeparableAllocator.h | model/ModelGen.h | model/timing_graph/ElectricalNet.h,False,ae59ef7c8d2399090dd6ee928638ccd563f4e152
gem5/ext/dsent/model/electrical/SeparableAllocator.h,gem5,source,indexed,54,2139,gem5附带第三方库、测试依赖或兼容实现,SeparableAllocator@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,349d48ee1cfe00c34e6f612cef3fc61d8c6ded6e
gem5/ext/dsent/model/electrical/TestModel.cc,gem5,source,indexed,239,10392,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@38 (C/C++ function candidate) | TestModel::initProperties@45 (C/C++ function candidate) | TestModel::clone@50 (C/C++ function candidate) | TestModel::constructModel@55 (C/C++ function candidate) | TestModel::updateModel@192 (C/C++ function candidate) | TestModel::evaluateModel@208 (C/C++ function candidate),model/electrical/TestModel.h | cmath | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h | model/electrical/RippleAdder.h | model/electrical/Multiplexer.h | model/timing_graph/ElectricalNet.h | model/timing_graph/ElectricalDriver.h | model/timing_graph/ElectricalLoad.h | model/timing_graph/ElectricalTimingTree.h,False,d9c8e38f1d1765b5b77cf14ca96e084a1b874da5
gem5/ext/dsent/model/electrical/TestModel.h,gem5,source,indexed,53,1975,gem5附带第三方库、测试依赖或兼容实现,TestModel@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,43e99761d8d12ec8bd7234e7930d4fda131d929f
gem5/ext/dsent/model/electrical/router/Router.cc,gem5,source,indexed,557,26137,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@46 (C/C++ function candidate) | Router::initParameters@54 (C/C++ function candidate) | Router::initProperties@77 (C/C++ function candidate) | Router::clone@82 (C/C++ function candidate) | Router::constructModel@88 (C/C++ function candidate) | Router::updateModel@194 (C/C++ function candidate) | Router::propagateTransitionInfo@222 (C/C++ function candidate) | Router::createRouterInputPort@303 (C/C++ function candidate) | Router::createVirtualChannelAllocator@348 (C/C++ function candidate) | Router::createSwitchAllocator@351 (C/C++ function candidate) | Router::createCrossbar@377 (C/C++ function candidate) | Router::createPipelineReg@454 (C/C++ function candidate) | Router::createClockTree@530 (C/C++ function candidate),model/electrical/router/Router.h | cmath | vector | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/ModelGen.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h | model/electrical/router/RouterInputPort.h | model/electrical/router/RouterSwitchAllocator.h | model/timing_graph/ElectricalNet.h,False,b8c9552cb25eeff0c371cfd775eabaaa6e718c0c
gem5/ext/dsent/model/electrical/router/Router.h,gem5,source,indexed,67,2478,gem5附带第三方库、测试依赖或兼容实现,Router@34 (class/type),util/CommonType.h | model/ElectricalModel.h,False,8c008bfcbd1ef25804b9705353420c59bd083947
gem5/ext/dsent/model/electrical/router/RouterInputPort.cc,gem5,source,indexed,222,9525,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@41 (C/C++ function candidate) | RouterInputPort::initParameters@49 (C/C++ function candidate) | RouterInputPort::initProperties@59 (C/C++ function candidate) | RouterInputPort::clone@64 (C/C++ function candidate) | RouterInputPort::constructModel@70 (C/C++ function candidate) | RouterInputPort::propagateTransitionInfo@186 (C/C++ function candidate),model/electrical/router/RouterInputPort.h | cmath | vector | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/ModelGen.h | model/std_cells/StdCellLib.h | model/std_cells/StdCell.h,False,994c572bd21dde056dc15b2fcd60b4467e696e9f
gem5/ext/dsent/model/electrical/router/RouterInputPort.h,gem5,source,indexed,54,2151,gem5附带第三方库、测试依赖或兼容实现,RouterInputPort@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,b76ba9486f8fd89c6321a173263f8a98f57170a2
gem5/ext/dsent/model/electrical/router/RouterSwitchAllocator.cc,gem5,source,indexed,220,9904,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@34 (C/C++ function candidate) | RouterSwitchAllocator::initParameters@42 (C/C++ function candidate) | RouterSwitchAllocator::initProperties@51 (C/C++ function candidate) | RouterSwitchAllocator::clone@54 (C/C++ function candidate) | RouterSwitchAllocator::constructModel@60 (C/C++ function candidate) | RouterSwitchAllocator::propagateTransitionInfo@206 (C/C++ function candidate),model/electrical/router/RouterSwitchAllocator.h | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/ModelGen.h | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h,False,ac36524dba27b80fbd3334338b30cf63d9e13fc6
gem5/ext/dsent/model/electrical/router/RouterSwitchAllocator.h,gem5,source,indexed,54,2193,gem5附带第三方库、测试依赖或兼容实现,RouterSwitchAllocator@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,5cb8dbe92f37b28477a0feaabcfb4a0cb5784115
gem5/ext/dsent/model/network/ElectricalClos.cc,gem5,source,indexed,510,30958,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@35 (C/C++ function candidate) | ElectricalClos::initParameters@43 (C/C++ function candidate) | ElectricalClos::initProperties@74 (C/C++ function candidate) | ElectricalClos::clone@81 (C/C++ function candidate) | ElectricalClos::constructModel@87 (C/C++ function candidate) | ElectricalClos::updateModel@379 (C/C++ function candidate) | ElectricalClos::propagateTransitionInfo@456 (C/C++ function candidate),model/network/ElectricalClos.h | cmath | model/ModelGen.h | model/timing_graph/ElectricalTimingTree.h | model/timing_graph/ElectricalNet.h,False,bf0c508e243bfbbe0c3e478486aa19a5e6934b76
gem5/ext/dsent/model/network/ElectricalClos.h,gem5,source,indexed,58,2192,gem5附带第三方库、测试依赖或兼容实现,ElectricalClos@33 (class/type),util/CommonType.h | model/ElectricalModel.h,False,83a3701d99e5501ca124711294a86ed00fda59ef
gem5/ext/dsent/model/network/ElectricalMesh.cc,gem5,source,indexed,317,16092,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | ElectricalMesh::initParameters@47 (C/C++ function candidate) | ElectricalMesh::initProperties@75 (C/C++ function candidate) | ElectricalMesh::clone@81 (C/C++ function candidate) | ElectricalMesh::constructModel@87 (C/C++ function candidate) | ElectricalMesh::updateModel@248 (C/C++ function candidate) | ElectricalMesh::propagateTransitionInfo@291 (C/C++ function candidate),model/network/ElectricalMesh.h | cmath | model/PortInfo.h | model/EventInfo.h | model/TransitionInfo.h | model/ModelGen.h | model/std_cells/StdCellLib.h | model/timing_graph/ElectricalTimingTree.h | model/timing_graph/ElectricalNet.h,False,c917fdb815b309b7ad338db643fa435d9158195a
gem5/ext/dsent/model/network/ElectricalMesh.h,gem5,source,indexed,58,2216,gem5附带第三方库、测试依赖或兼容实现,ElectricalMesh@33 (class/type),util/CommonType.h | model/ElectricalModel.h,False,1cc7641a804a42e273a19f2b7c645b6177e420c2
gem5/ext/dsent/model/network/PhotonicClos.cc,gem5,source,indexed,533,33261,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@35 (C/C++ function candidate) | PhotonicClos::initParameters@43 (C/C++ function candidate) | PhotonicClos::initProperties@78 (C/C++ function candidate) | PhotonicClos::clone@86 (C/C++ function candidate) | PhotonicClos::constructModel@92 (C/C++ function candidate) | PhotonicClos::updateModel@398 (C/C++ function candidate) | PhotonicClos::propagateTransitionInfo@473 (C/C++ function candidate),model/network/PhotonicClos.h | cmath | model/ModelGen.h | model/timing_graph/ElectricalTimingTree.h | model/timing_graph/ElectricalNet.h,False,77f7a671d3d90c4f6bcc3e31f4d405f02b14a272
gem5/ext/dsent/model/network/PhotonicClos.h,gem5,source,indexed,58,2215,gem5附带第三方库、测试依赖或兼容实现,PhotonicClos@33 (class/type),util/CommonType.h | model/ElectricalModel.h,False,ca2a7b35db56ca51522ba5ffa24f375b912e5463
gem5/ext/dsent/model/optical/GatedLaserSource.cc,gem5,source,indexed,127,5155,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@32 (C/C++ function candidate) | GatedLaserSource::initParameters@40 (C/C++ function candidate) | GatedLaserSource::initProperties@48 (C/C++ function candidate) | GatedLaserSource::constructModel@55 (C/C++ function candidate) | GatedLaserSource::updateModel@76 (C/C++ function candidate) | GatedLaserSource::evaluateModel@94 (C/C++ function candidate),model/optical/GatedLaserSource.h | model/optical_graph/OpticalWaveguide.h | model/optical_graph/OpticalWavelength.h | model/optical_graph/OpticalLaser.h | model/optical_graph/OpticalGraph.h,False,dcd6ea38d43e345d47992aac802d0d727b2190b7
gem5/ext/dsent/model/optical/GatedLaserSource.h,gem5,source,indexed,54,2181,gem5附带第三方库、测试依赖或兼容实现,GatedLaserSource@32 (class/type),util/CommonType.h | model/OpticalModel.h,False,0770c91079bdd73db21b6438731a3c2be9710b6b
gem5/ext/dsent/model/optical/LaserSource.cc,gem5,source,indexed,126,5022,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@32 (C/C++ function candidate) | LaserSource::initParameters@40 (C/C++ function candidate) | LaserSource::initProperties@48 (C/C++ function candidate) | LaserSource::constructModel@54 (C/C++ function candidate) | LaserSource::updateModel@75 (C/C++ function candidate) | LaserSource::evaluateModel@93 (C/C++ function candidate),model/optical/LaserSource.h | model/optical_graph/OpticalWaveguide.h | model/optical_graph/OpticalWavelength.h | model/optical_graph/OpticalLaser.h | model/optical_graph/OpticalGraph.h,False,549698e31ae1180ec5d37c0388e3213cc9c04160
gem5/ext/dsent/model/optical/LaserSource.h,gem5,source,indexed,54,2154,gem5附带第三方库、测试依赖或兼容实现,LaserSource@32 (class/type),util/CommonType.h | model/OpticalModel.h,False,2d8698ac48fc3d9e96b05f5b4a5b22c1dfc7dd87
gem5/ext/dsent/model/optical/OpticalLinkBackendRx.cc,gem5,source,indexed,385,18977,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@40 (C/C++ function candidate) | OpticalLinkBackendRx::initParameters@48 (C/C++ function candidate) | OpticalLinkBackendRx::initProperties@58 (C/C++ function candidate) | OpticalLinkBackendRx::constructModel@63 (C/C++ function candidate) | OpticalLinkBackendRx::updateModel@192 (C/C++ function candidate) | OpticalLinkBackendRx::propagateTransitionInfo@201 (C/C++ function candidate) | OpticalLinkBackendRx::getRingTuningPower@266 (C/C++ function candidate) | OpticalLinkBackendRx::getBitReorderDegree@353 (C/C++ function candidate),model/optical/OpticalLinkBackendRx.h | util/Constants.h | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/electrical/DemuxTreeDeserializer.h | model/electrical/BarrelShifter.h | model/electrical/Multiplexer.h | cmath,False,2d75875cd9676dee42a0b72fe82e01b5a1ee4db1
gem5/ext/dsent/model/optical/OpticalLinkBackendRx.h,gem5,source,indexed,60,2516,gem5附带第三方库、测试依赖或兼容实现,OpticalLinkBackendRx@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,b225f7f392934d0e011cea83d0d6917464177acd
gem5/ext/dsent/model/optical/OpticalLinkBackendTx.cc,gem5,source,indexed,376,18655,gem5附带第三方库、测试依赖或兼容实现,ElectricalModel@39 (C/C++ function candidate) | OpticalLinkBackendTx::initParameters@47 (C/C++ function candidate) | OpticalLinkBackendTx::initProperties@57 (C/C++ function candidate) | OpticalLinkBackendTx::constructModel@62 (C/C++ function candidate) | OpticalLinkBackendTx::updateModel@187 (C/C++ function candidate) | OpticalLinkBackendTx::propagateTransitionInfo@196 (C/C++ function candidate) | OpticalLinkBackendTx::getRingTuningPower@255 (C/C++ function candidate) | OpticalLinkBackendTx::getBitReorderDegree@344 (C/C++ function candidate),model/optical/OpticalLinkBackendTx.h | util/Constants.h | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/electrical/MuxTreeSerializer.h | model/electrical/BarrelShifter.h | model/electrical/Multiplexer.h | cmath,False,0ceb8033a3338ce6caa6b424762569dfd637bc7b
gem5/ext/dsent/model/optical/OpticalLinkBackendTx.h,gem5,source,indexed,60,2514,gem5附带第三方库、测试依赖或兼容实现,OpticalLinkBackendTx@30 (class/type),util/CommonType.h | model/ElectricalModel.h,False,355ea7505ee55bab5caca51375c53e27f6893af9
gem5/ext/dsent/model/optical/OpticalTestModel.cc,gem5,source,indexed,142,5269,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@33 (C/C++ function candidate) | OpticalTestModel::initParameters@41 (C/C++ function candidate) | OpticalTestModel::initProperties@46 (C/C++ function candidate) | OpticalTestModel::constructModel@51 (C/C++ function candidate) | OpticalTestModel::updateModel@107 (C/C++ function candidate),model/optical/OpticalTestModel.h | model/optical_graph/OpticalGraph.h | model/optical_graph/OpticalWaveguide.h | model/optical/RingModulator.h | model/optical/RingFilter.h | model/optical/RingDetector.h | model/optical/LaserSource.h,False,0af1171330a52f18762b3a122a8bbe0deb4daee8
gem5/ext/dsent/model/optical/OpticalTestModel.h,gem5,source,indexed,51,2003,gem5附带第三方库、测试依赖或兼容实现,OpticalTestModel@30 (class/type),util/CommonType.h | model/OpticalModel.h,False,279625b430e0dcdf8d9f169013c33d83e06c91c8
gem5/ext/dsent/model/optical/RingDetector.cc,gem5,source,indexed,359,16694,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@49 (C/C++ function candidate) | RingDetector::initParameters@57 (C/C++ function candidate) | RingDetector::initProperties@69 (C/C++ function candidate) | RingDetector::constructModel@74 (C/C++ function candidate) | RingDetector::updateModel@123 (C/C++ function candidate) | RingDetector::useModel@152 (C/C++ function candidate) | RingDetector::propagateTransitionInfo@214 (C/C++ function candidate) | RingDetector::precomputeTech@222 (C/C++ function candidate) | RingDetector::designReceiver@292 (C/C++ function candidate) | RingDetector::getSensitivity@315 (C/C++ function candidate) | RingDetector::calcInvNormCdf@338 (C/C++ function candidate),model/optical/RingDetector.h | cmath | util/Constants.h | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h | model/optical_graph/OpticalWaveguide.h | model/optical_graph/OpticalDetector.h | model/optical_graph/OpticalFilter.h | model/timing_graph/ElectricalDriver.h | model/timing_graph/ElectricalNet.h,False,010e458d88586f1f7d4a72e159db321a102d4726
gem5/ext/dsent/model/optical/RingDetector.h,gem5,source,indexed,75,2878,gem5附带第三方库、测试依赖或兼容实现,RingDetector@31 (class/type),util/CommonType.h | model/OpticalModel.h | model/optical_graph/OpticalReceiver.h,False,e97bef84d4a1fc0608a0c5de8adfe2329a2ebe79
gem5/ext/dsent/model/optical/RingFilter.cc,gem5,source,indexed,98,3823,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@30 (C/C++ function candidate) | RingFilter::initParameters@38 (C/C++ function candidate) | RingFilter::initProperties@48 (C/C++ function candidate) | RingFilter::constructModel@53 (C/C++ function candidate) | RingFilter::updateModel@79 (C/C++ function candidate),model/optical/RingFilter.h | model/optical_graph/OpticalWaveguide.h | model/optical_graph/OpticalFilter.h,False,e591b48689a568764e473f49b9581676bf8a36c4
gem5/ext/dsent/model/optical/RingFilter.h,gem5,source,indexed,51,1962,gem5附带第三方库、测试依赖或兼容实现,RingFilter@30 (class/type),util/CommonType.h | model/OpticalModel.h,False,c5b213d92130af5b75fdf6a75e8fa8a9f3a4f90e
gem5/ext/dsent/model/optical/RingModulator.cc,gem5,source,indexed,424,19785,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@48 (C/C++ function candidate) | RingModulator::initParameters@56 (C/C++ function candidate) | RingModulator::initProperties@67 (C/C++ function candidate) | RingModulator::constructModel@74 (C/C++ function candidate) | RingModulator::updateModel@122 (C/C++ function candidate) | RingModulator::useModel@151 (C/C++ function candidate) | RingModulator::propagateTransitionInfo@185 (C/C++ function candidate) | RingModulator::precomputeTech@193 (C/C++ function candidate) | RingModulator::designModulator@242 (C/C++ function candidate) | RingModulator::calcModulatorEnergy@369 (C/C++ function candidate) | RingModulator::setTransmitterSpec@402 (C/C++ function candidate) | RingModulator::getPower@412 (C/C++ function candidate),model/optical/RingModulator.h | cmath | util/Constants.h | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/std_cells/StdCell.h | model/std_cells/StdCellLib.h | model/optical_graph/OpticalWaveguide.h | model/optical_graph/OpticalModulator.h | model/optical_graph/OpticalFilter.h | model/optical_graph/OpticalTransmitter.h | model/timing_graph/ElectricalNet.h | model/timing_graph/ElectricalLoad.h | model/timing_graph/ElectricalTimingTree.h,False,8447f188be6f51245e2ad3d9d8e68b9a5fe4c5bd
gem5/ext/dsent/model/optical/RingModulator.h,gem5,source,indexed,75,3048,gem5附带第三方库、测试依赖或兼容实现,RingModulator@31 (class/type),util/CommonType.h | model/OpticalModel.h | model/optical_graph/OpticalTransmitter.h,False,012245c596e29801036b6a8d961e0d677b7631f9
gem5/ext/dsent/model/optical/SWMRLink.cc,gem5,source,indexed,330,14737,gem5附带第三方库、测试依赖或兼容实现,OpticalModel@38 (C/C++ function candidate) | SWMRLink::initParameters@46 (C/C++ function candidate) | SWMRLink::initProperties@58 (C/C++ function candidate) | SWMRLink::constructModel@67 (C/C++ function candidate) | SWMRLink::updateModel@110 (C/C++ function candidate) | SWMRLink::propagateTransitionInfo@154 (C/C++ function candidate) | SWMRLink::buildLaser@192 (C/C++ function candidate) | SWMRLink::buildModulator@236 (C/C++ function candidate) | SWMRLink::buildDetectors@273 (C/C++ function candidate),model/optical/SWMRLink.h | model/PortInfo.h | model/TransitionInfo.h | model/EventInfo.h | model/optical_graph/OpticalGraph.h | model/optical_graph/OpticalWaveguide.h | model/optical/RingModulator.h | model/optical/RingFilter.h | model/optical/RingDetector.h | model/optical/LaserSource.h | model/optical/ThrottledLaserSource.h,False,579511146a34f9aebe04cbba829c9212850aa32d
gem5/ext/dsent/model/optical/SWMRLink.h,gem5,source,indexed,59,2244,gem5附带第三方库、测试依赖或兼容实现,SWMRLink@30 (class/type),util/CommonType.h | model/OpticalModel.h,False,e03f1f29c4d15491cde771433ffd8f16b79a58c9
